ID,SEX,AGE,AREAdis,MARRIED,CHILD,Undesirable,ConservatibeBuying,FoodLiteracy01,FoodLiteracy02,FoodLiteracy03,FoodLiteracy04,FoodLiteracy05,FoodLiteracy06,FoodLiteracy07,FoodLiteracy08,FoodLiteracy09,Quiz01,Quiz02,Quiz03,Quiz04,Quiz05,Quiz06
271,1,58,594.8,1,2,5,5,2,3,2,4,2,2,2,4,3,5,5,3,5,4,2
272,1,58,238.9,2,2,3,1,4,4,4,4,5,4,4,4,3,3,1,1,1,3,3
273,1,53,236.8,2,2,4,2,4,4,3,3,3,3,3,4,3,3,5,2,1,3,2
274,1,27,156.3,2,2,4,4,3,3,2,3,3,3,3,3,3,5,5,5,5,5,5
275,2,47,594.8,1,1,4,3,3,4,3,3,3,3,3,4,4,3,5,3,5,5,2
276,2,41,1018.5,2,2,5,4,4,3,3,3,4,3,3,5,4,5,2,2,5,5,5
277,2,35,220.8,2,2,6,2,5,5,4,5,4,4,3,5,3,5,5,2,2,5,1
278,2,46,519.9,1,2,4,3,3,2,2,3,4,2,3,4,2,1,5,2,5,5,5
279,2,53,679.9,2,2,4,1,5,3,1,5,5,2,1,5,3,3,1,4,5,5,5
280,1,24,0,1,1,6,6,2,2,1,2,1,1,1,3,3,1,1,2,2,3,2
281,2,52,781.1,2,2,6,1,4,4,2,3,4,1,4,5,4,4,1,2,2,5,3
282,2,27,265.9,2,1,6,2,3,5,2,4,2,1,1,4,1,1,1,3,2,3,1
283,1,52,902.2,2,1,4,3,3,3,3,3,4,4,3,4,3,4,4,1,2,3,1
284,1,57,811.3,1,1,6,5,2,2,4,4,1,1,1,1,1,5,5,5,2,1,1
285,2,28,709.8,1,2,6,3,5,5,5,5,5,5,4,4,5,3,1,2,2,5,1
286,1,36,156.3,2,2,6,5,4,3,3,4,4,3,4,4,4,1,2,1,2,4,1
287,2,45,220.8,2,2,4,1,5,3,3,4,4,3,4,5,4,5,5,2,1,5,5
288,2,39,427.9,2,2,3,3,2,2,3,3,3,3,3,3,3,5,5,5,5,5,5
289,1,37,594.8,2,2,6,6,2,3,3,3,3,2,4,3,3,2,3,3,2,1,3
290,2,44,679.9,2,1,5,5,2,3,1,2,1,1,1,4,3,1,1,3,1,3,2
291,2,55,265.9,2,2,4,6,2,4,3,3,2,2,2,4,4,1,4,2,2,4,1
292,1,34,594.8,2,2,1,1,5,5,5,5,5,5,5,5,5,4,1,2,2,2,1
293,2,44,265.9,1,1,4,5,4,4,2,2,2,2,2,4,2,1,1,3,1,3,1
294,2,58,224.9,1,2,6,5,2,5,1,3,2,2,2,4,1,3,2,2,5,5,5
295,1,51,224.9,2,2,5,4,2,1,1,4,2,2,2,2,2,5,1,2,5,5,5
296,2,33,594.8,1,1,6,1,5,5,5,1,5,5,5,5,5,3,2,1,2,5,5
297,1,56,141.3,2,2,2,4,2,3,2,3,3,3,3,3,4,2,1,2,2,4,2
298,1,31,819.8,2,1,6,6,1,5,1,5,1,1,1,1,1,3,4,3,2,3,2
299,1,33,671.7,2,2,5,2,4,5,4,5,4,4,5,4,4,1,5,4,2,3,5
300,2,37,0,2,2,2,2,4,3,3,3,3,3,3,4,3,1,4,3,2,5,1
301,1,56,1018.5,1,2,4,3,4,3,3,3,4,4,2,5,4,5,1,3,3,3,2
302,1,36,265.9,2,2,6,6,4,4,4,4,4,4,4,3,3,1,1,1,1,3,1
303,1,30,222.4,1,1,5,3,3,3,2,3,2,2,2,3,3,1,1,4,2,5,1
304,1,40,67.7,2,2,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
305,2,46,422,2,2,5,5,4,4,4,4,4,4,4,4,4,2,1,2,5,5,5
306,1,50,195.9,1,1,2,2,5,4,4,3,5,4,3,5,3,3,1,2,2,3,5
307,2,46,342.1,2,2,5,5,4,4,3,3,3,3,3,3,3,3,1,2,1,4,1
308,1,20,1018.5,1,1,4,4,4,3,2,3,3,3,4,3,4,5,5,1,2,4,1
309,2,51,128.3,2,2,4,2,4,3,3,3,3,3,3,3,3,5,1,1,5,5,5
310,2,54,67.7,2,2,4,3,3,4,3,4,4,4,4,5,5,3,1,3,2,3,1
311,1,41,902.2,1,1,5,5,3,3,3,3,3,3,3,3,3,3,4,4,2,4,1
312,1,51,238.9,1,1,5,2,5,5,4,3,3,3,3,3,3,5,5,2,1,3,1
313,2,54,67.7,2,2,6,3,4,3,2,4,4,3,3,5,4,3,2,1,2,5,1
314,1,36,222.4,2,2,4,2,1,1,1,4,1,1,1,3,1,3,1,4,2,3,1
315,1,38,427.9,1,1,4,4,3,3,3,3,3,3,3,3,3,3,5,2,2,3,2
316,1,27,224.9,1,1,3,4,3,3,3,4,3,3,3,3,3,4,5,5,5,5,5
317,2,35,811.3,2,2,6,4,3,3,1,3,3,3,3,3,3,3,2,1,2,5,5
318,1,59,427.9,1,2,6,6,3,3,3,3,3,3,3,3,3,3,1,1,2,4,1
319,1,44,488.7,1,1,5,4,5,4,2,4,2,2,2,4,2,3,5,2,2,4,1
320,2,29,594.8,2,2,4,4,4,3,3,3,3,3,3,3,3,5,5,5,5,5,5
321,1,22,902.2,1,1,4,3,3,3,3,3,2,2,2,3,2,1,5,1,5,3,5
322,2,30,0,1,2,6,6,2,2,2,3,2,1,2,5,3,1,1,2,2,2,1
323,2,53,594.8,2,2,4,4,4,3,5,5,4,4,5,5,5,5,5,2,2,4,5
324,2,31,224.9,1,1,6,6,1,5,1,1,1,1,1,1,1,1,2,4,1,3,4
325,1,52,427.9,1,2,5,3,4,4,2,4,4,4,4,4,4,5,5,5,5,5,5
326,1,54,709.8,2,2,5,4,4,4,3,4,4,4,4,5,5,1,1,2,2,3,1
327,1,33,583.8,2,2,6,1,4,4,1,1,1,1,1,1,1,2,2,1,1,5,2
328,1,55,0,1,1,6,6,4,4,4,4,4,4,4,4,4,1,1,1,2,1,1
329,1,52,342.1,2,2,5,1,2,5,2,2,1,2,3,2,2,4,4,2,1,4,1
330,2,29,224.9,2,1,5,4,4,2,2,3,2,2,3,4,4,5,2,4,5,4,4
331,2,22,360.1,2,2,4,3,3,3,2,2,3,3,4,3,3,1,5,3,5,5,1
332,2,33,67.7,1,1,3,4,4,4,3,3,3,3,3,3,3,5,5,5,5,5,5
333,2,33,1111.6,2,1,3,3,3,3,3,3,3,3,3,3,3,5,3,2,2,1,4
334,2,30,559.7,2,1,5,4,3,4,2,4,2,2,2,4,4,3,5,3,2,3,3
335,2,32,224.9,2,2,5,4,2,2,2,2,2,2,2,2,5,3,2,4,5,5,5
336,1,29,236.8,1,1,4,3,3,2,3,3,3,2,2,2,2,2,1,1,5,5,4
337,1,36,55.2,1,1,3,3,3,3,3,3,3,3,3,2,2,5,5,5,5,5,3
338,1,57,1018.5,2,2,5,3,4,3,3,3,3,3,3,4,3,1,5,5,2,5,5
339,1,28,55.2,1,1,3,3,3,3,2,3,3,3,3,3,3,3,2,2,5,5,1
340,1,58,342.1,2,2,5,4,3,4,2,4,2,2,2,4,3,1,1,3,1,3,1
341,2,48,559.7,1,2,4,1,3,3,1,3,3,3,3,3,3,5,5,5,5,5,5
342,2,29,224.9,2,1,5,3,2,3,1,3,1,3,1,2,2,1,5,2,1,3,3
343,1,47,0,2,2,3,4,3,3,3,3,2,3,3,3,3,1,1,1,3,3,1
344,1,29,559.7,1,1,5,2,4,3,2,2,4,2,4,5,2,1,1,1,2,5,5
345,1,30,1018.5,1,1,6,4,5,3,3,3,4,3,3,5,5,1,5,2,5,5,1
346,1,50,594.8,1,1,4,4,3,4,3,4,3,3,3,3,3,5,5,2,1,3,2
347,1,31,1041.2,1,1,5,1,4,4,5,4,2,3,1,4,2,4,5,2,2,2,2
348,1,34,811.3,2,2,2,2,5,4,4,4,2,2,2,4,4,3,3,3,2,4,1
349,2,55,342.1,2,2,4,3,2,4,3,1,4,2,3,3,5,3,4,3,5,3,5
350,2,33,238.9,2,1,6,6,5,4,4,3,4,4,2,5,4,1,3,3,2,3,1
351,2,52,559.7,2,2,5,5,4,3,2,3,2,3,3,4,3,1,5,2,5,5,5
352,1,49,594.8,2,2,6,1,5,3,4,5,5,5,5,5,4,3,4,2,2,4,1
353,2,42,342.1,2,2,3,3,4,4,4,3,3,3,3,3,3,1,1,4,1,3,1
354,2,32,594.8,1,1,4,3,4,4,3,3,3,3,3,3,3,5,5,5,5,5,5
355,1,28,360.1,1,1,4,3,3,3,3,4,3,3,3,4,4,1,5,5,1,5,1
356,1,38,1049.8,1,2,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5
357,2,52,594.8,2,2,6,3,3,5,2,4,2,1,1,4,3,1,1,4,2,5,5
358,1,38,360.1,2,2,5,1,3,4,2,4,3,2,2,3,3,1,5,1,2,5,1
359,2,42,238.9,1,1,4,4,3,3,3,4,1,1,1,1,1,5,5,3,5,5,5
360,2,23,559.7,1,1,3,3,4,3,3,3,3,3,3,4,3,5,5,5,5,5,5
361,1,38,224.9,2,2,5,2,1,5,1,1,1,2,1,2,1,3,1,1,1,3,5
362,1,41,594.8,2,2,6,3,3,4,4,3,3,3,4,4,3,5,5,5,5,5,5
363,2,26,67.7,2,2,3,3,3,5,2,3,5,5,5,5,5,3,5,2,5,5,2
364,2,41,67.7,1,2,6,1,4,3,2,3,4,4,4,4,4,1,1,2,2,5,5
365,2,53,141.3,2,2,6,4,3,3,1,3,4,3,3,5,5,4,5,2,1,4,1
366,1,47,67.7,2,2,1,1,5,5,3,3,3,3,3,5,3,3,5,2,2,5,5
367,2,59,0,2,2,6,3,5,3,5,5,5,5,5,5,4,1,1,4,2,3,1
368,1,55,811.3,2,2,5,4,3,3,4,3,3,3,3,2,2,4,4,2,2,5,1
369,2,40,0,2,2,5,3,2,3,3,2,4,4,3,4,3,5,5,2,5,5,5
370,1,33,559.7,1,1,4,4,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5
371,2,53,594.8,2,2,2,1,5,3,5,5,5,5,5,5,5,2,1,3,2,4,1
372,1,45,224.9,2,2,5,2,2,4,2,4,3,2,2,3,3,3,4,3,2,4,1
373,1,38,594.8,1,1,4,4,2,3,1,1,1,1,1,1,1,3,5,5,5,5,5
374,2,37,265.9,1,1,6,6,4,4,1,2,2,2,4,3,2,5,5,3,2,3,1
375,2,58,265.9,2,1,6,1,3,3,3,3,5,2,2,5,5,3,1,2,2,5,5
376,1,20,222.4,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,1,2,3,1
377,1,26,238.9,1,1,6,6,5,5,5,5,5,5,5,5,5,5,5,5,2,1,2
378,1,21,427.9,1,1,4,3,4,4,1,2,2,2,2,2,2,5,5,5,2,5,5
379,1,48,220.8,2,1,3,1,4,4,4,3,4,4,4,4,4,1,1,3,2,3,2
380,2,55,594.8,2,2,5,4,3,3,3,5,4,3,3,5,5,3,5,3,2,5,5
381,2,33,811.3,2,2,6,1,5,1,1,1,3,2,2,3,3,5,3,2,2,3,2
382,2,40,67.7,2,2,5,5,3,2,3,3,3,3,3,5,5,1,5,1,2,4,1
383,1,29,195.9,1,1,4,4,3,3,3,2,3,3,2,3,3,1,3,1,1,3,1
384,2,26,156.3,2,1,6,1,5,5,5,1,5,5,5,5,5,3,1,2,2,4,2
385,2,41,0,2,1,5,4,3,3,3,3,3,3,3,1,1,3,2,2,2,2,1
386,2,41,342.1,2,2,3,1,4,4,4,4,4,3,4,5,4,1,1,2,1,3,2
387,2,38,0,2,2,6,4,3,4,2,2,3,3,3,4,4,1,5,5,2,5,1
388,1,23,594.8,1,1,4,4,3,3,3,3,5,3,3,3,3,5,5,5,5,3,2
389,1,29,594.8,1,1,1,6,5,3,3,3,5,5,5,5,5,3,1,1,2,4,1
390,1,21,128.3,1,1,5,5,3,4,3,3,3,3,4,3,3,1,1,3,2,2,1
391,2,20,583.8,1,1,4,4,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5
392,1,53,238.9,2,1,4,2,3,3,3,3,3,3,4,2,3,1,1,2,3,3,2
393,1,59,360.1,1,1,5,5,4,3,3,3,3,3,3,4,3,1,1,2,2,3,1
394,2,35,559.7,1,1,2,1,2,4,2,2,2,4,2,5,5,3,3,2,2,5,4
395,1,29,583.8,1,1,6,5,2,4,3,3,2,2,2,5,3,3,4,3,1,3,1
396,2,55,594.8,2,2,5,5,3,5,1,3,5,1,5,5,5,5,1,2,5,3,2
397,1,53,265.9,2,2,6,3,3,2,2,4,2,2,2,2,2,5,5,5,5,5,5
398,2,47,1018.5,1,1,5,5,4,2,3,2,2,2,2,5,4,3,3,3,2,2,1
399,2,57,224.9,2,2,5,5,5,4,3,4,4,3,3,3,3,5,1,5,3,5,5
400,1,26,156.3,1,1,6,4,5,4,4,3,1,1,1,5,5,3,1,3,1,5,1
401,2,38,238.9,2,2,3,2,4,3,3,4,5,3,3,5,5,5,5,1,1,5,1
402,1,27,287,1,1,4,4,4,4,4,4,4,4,3,4,3,5,1,1,2,4,1
403,2,33,594.8,2,2,5,3,4,5,4,4,4,3,3,5,5,1,5,4,2,3,2
404,2,30,67.7,1,1,6,4,4,4,4,4,4,4,4,5,4,3,2,5,5,5,2
405,1,51,360.1,1,1,4,3,4,4,3,4,2,2,2,4,3,3,1,4,2,4,1
406,2,37,1111.6,1,1,4,4,5,3,4,2,3,2,2,5,2,3,5,3,2,3,1
407,2,38,1756.4,2,2,1,1,5,5,3,2,1,1,1,1,1,5,1,5,2,5,5
408,2,29,0,1,1,6,6,3,2,3,3,3,3,3,3,3,5,1,5,2,5,1
409,2,55,311.8,2,2,4,3,4,3,4,4,5,4,5,5,5,3,1,4,1,2,2
410,2,30,679.9,2,2,6,1,3,3,2,3,4,3,3,5,3,1,5,5,5,5,5
411,1,25,222.4,1,1,2,3,3,2,2,3,2,2,2,2,2,1,2,1,2,4,4
412,1,46,427.9,2,2,3,3,3,2,3,3,3,3,3,3,3,4,5,2,5,5,2
413,2,29,67.7,1,1,4,4,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5
414,2,54,67.7,2,2,6,6,4,3,4,5,5,5,5,5,4,5,1,1,1,5,1
415,2,33,427.9,1,1,6,3,4,2,2,3,1,1,1,1,1,5,5,2,1,1,5
416,1,57,342.1,2,2,4,3,4,3,3,3,3,3,3,4,3,1,2,3,2,5,5
417,1,28,67.7,2,2,4,3,3,3,3,4,3,3,3,3,3,3,1,1,2,3,1
418,2,52,156.3,2,2,4,3,3,4,2,4,4,3,3,4,3,3,5,2,2,5,1
419,2,27,0,2,2,6,2,5,2,3,4,2,2,3,5,2,1,5,2,2,3,1
420,2,56,1041.2,2,2,5,5,4,3,3,2,4,2,3,5,4,1,1,3,1,4,1
421,2,47,195.9,2,2,4,4,3,3,3,3,3,3,3,3,3,3,4,2,2,3,1
422,1,40,67.7,1,1,5,4,1,4,1,1,1,1,4,1,1,3,4,3,2,3,1
423,2,49,220.8,1,2,4,3,3,4,2,2,2,4,4,5,4,5,1,2,2,3,5
424,2,45,67.7,2,2,6,4,3,3,3,4,3,2,3,5,3,3,1,2,2,5,2
425,1,36,0,2,2,4,4,4,4,4,3,4,4,4,4,4,5,5,5,2,5,1
426,2,45,0,2,2,5,3,3,3,3,4,3,4,4,3,3,1,3,4,2,2,2
427,2,47,594.8,2,1,6,5,4,4,2,2,1,1,1,1,1,5,5,2,5,5,5
428,2,28,55.2,2,1,3,3,3,2,2,3,3,3,3,3,3,5,1,1,2,5,4
429,1,21,617.3,1,1,3,5,4,3,3,4,4,3,4,4,3,1,1,2,2,5,2
430,2,22,811.3,1,1,6,1,5,3,2,3,4,4,1,2,3,1,2,2,2,5,3
431,2,44,559.7,2,2,3,3,4,3,3,4,4,3,4,5,5,1,1,3,2,3,1
432,2,33,220.8,2,1,4,3,5,3,2,4,5,2,2,5,4,3,1,2,2,3,1
433,2,31,195.9,1,1,3,4,2,3,3,3,3,3,3,3,3,5,5,5,5,5,5
434,2,31,55.2,2,1,5,4,2,4,3,4,2,1,2,2,2,3,5,2,2,5,5
435,1,52,811.3,1,1,2,2,4,3,3,2,4,3,2,5,3,1,5,3,2,3,5
436,2,28,195.9,1,1,6,6,5,5,1,1,1,3,1,2,3,5,1,2,1,1,2
437,2,57,425.3,1,1,6,4,5,4,3,3,3,2,3,5,5,3,1,2,2,5,1
438,2,29,238.9,2,1,5,5,4,4,4,4,3,3,3,3,4,3,1,2,2,4,1
439,1,31,156.3,1,1,6,4,3,5,5,3,3,5,3,5,3,1,3,2,2,3,1
440,1,45,265.9,1,1,6,1,4,2,3,4,4,4,4,5,4,1,5,2,2,2,2
441,1,44,238.9,2,1,5,5,4,3,3,3,3,3,3,3,4,5,5,1,5,3,5
442,1,21,238.9,1,1,6,6,3,3,3,3,3,3,3,5,5,4,4,3,2,3,1
443,1,42,422,1,1,6,1,3,3,2,3,3,3,3,2,3,4,2,1,1,3,1
444,1,37,1041.2,2,1,1,5,1,5,5,5,1,1,1,5,5,5,5,5,5,5,5
445,2,43,1018.5,2,2,4,3,3,3,3,4,3,3,3,4,4,4,1,3,3,4,5
446,2,43,0,1,1,6,6,4,4,4,4,4,4,4,4,4,2,2,1,1,1,2
447,2,42,1041.2,2,1,1,1,4,4,4,4,4,3,3,4,4,3,1,1,4,3,1
448,1,48,425.3,2,2,5,3,4,3,2,2,2,2,2,2,2,3,4,3,2,3,1
449,2,38,0,2,2,6,3,4,3,4,3,3,3,4,4,4,5,5,2,1,5,5
450,2,29,902.2,2,2,6,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5
451,1,54,222.4,2,2,6,1,5,5,5,5,5,5,5,5,3,5,5,5,2,5,2
452,2,22,195.9,1,1,5,5,2,4,1,4,1,1,1,4,4,5,1,4,5,3,5
453,2,54,0,1,1,6,1,3,4,2,3,4,2,3,5,2,3,4,4,2,5,2
454,2,22,0,1,1,5,1,5,2,5,5,5,2,5,5,2,1,5,2,5,5,1
455,1,44,342.1,2,2,2,4,4,3,3,3,3,4,3,3,2,3,4,4,3,2,3
456,1,30,594.8,1,1,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5
457,2,50,67.7,2,2,3,1,5,5,5,5,5,5,5,5,5,3,1,1,2,3,1
458,1,33,519.9,2,2,3,4,2,2,3,3,2,4,3,3,3,3,1,3,2,5,1
459,2,50,819.8,2,2,2,1,3,4,3,4,1,1,1,5,4,4,1,3,1,4,1
460,2,42,156.3,2,2,4,3,4,3,3,3,5,2,3,5,4,1,1,2,2,4,3
461,1,23,156.3,1,1,6,6,4,4,4,4,4,3,3,3,3,1,4,4,2,4,1
462,1,47,156.3,1,1,6,6,2,4,1,4,1,1,1,1,1,5,1,3,2,3,1
463,2,51,220.8,2,1,4,2,5,5,4,4,4,4,3,5,4,1,1,3,2,3,1
464,2,36,0,2,2,4,4,3,3,3,3,3,3,3,2,2,5,5,5,5,5,5
465,1,58,224.9,2,2,6,5,4,5,5,5,2,2,3,4,3,4,1,2,2,3,2
466,2,35,583.8,2,1,6,6,5,5,5,5,5,5,5,4,5,2,2,1,2,5,5
467,2,54,781.1,2,2,4,1,3,4,3,2,5,4,5,5,5,3,5,1,1,5,1
468,1,31,811.3,1,1,6,5,2,3,5,4,2,1,3,4,1,4,5,4,3,3,3
469,2,45,425.3,1,1,5,4,3,3,2,4,1,1,1,1,1,5,2,2,5,5,5
470,2,30,1018.5,2,2,5,2,2,2,3,4,2,3,3,4,3,5,5,5,5,5,5
471,2,54,422,2,2,6,6,5,5,4,4,5,4,4,5,4,5,1,3,1,5,5
472,1,21,0,1,1,5,5,2,2,2,2,2,2,2,2,2,3,1,3,2,3,2
473,2,28,427.9,1,1,4,3,4,3,3,4,2,4,4,5,2,1,5,1,5,5,5
474,2,47,220.8,1,1,4,3,2,3,2,3,2,2,2,2,2,5,5,5,5,5,5
475,1,47,1137.6,1,2,4,4,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5
476,2,35,224.9,2,2,6,2,2,4,2,5,2,3,4,5,2,1,5,3,5,5,5
477,2,32,195.9,2,2,4,1,1,3,3,4,5,4,3,2,2,1,1,1,4,3,2
478,2,26,1137.6,1,1,3,4,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5
479,2,34,141.3,1,1,6,6,3,3,3,3,3,3,3,3,3,1,1,1,1,5,1
480,1,31,67.7,1,1,1,2,5,4,2,4,1,1,2,2,2,3,5,1,5,3,5
481,1,59,67.7,2,2,1,1,5,4,4,4,5,4,4,5,5,1,1,1,2,5,5
482,1,40,342.1,2,2,6,2,3,3,3,3,3,3,3,3,3,5,5,5,1,5,1
483,1,27,156.3,1,1,4,4,3,3,3,3,3,3,3,3,3,3,3,1,2,3,2
484,2,31,811.3,2,2,4,1,3,3,3,3,3,3,3,5,3,3,1,1,2,4,1
485,2,36,811.3,2,1,4,3,3,5,2,3,5,4,3,5,3,5,1,2,5,5,5
486,2,38,342.1,2,1,3,3,2,2,2,2,2,2,2,3,2,5,5,5,5,5,5
487,1,46,67.7,2,1,5,2,4,4,4,4,3,2,3,5,4,3,2,1,2,4,4
488,2,39,1018.5,2,2,4,2,4,4,3,3,3,3,4,4,4,3,1,1,2,3,3
489,1,30,902.2,1,1,5,3,3,3,3,2,2,3,2,2,3,5,5,2,2,2,1
490,1,36,781.1,2,2,5,5,4,4,4,4,3,4,4,4,3,5,5,5,5,5,5
491,2,49,67.7,2,1,6,3,4,4,3,4,4,3,4,4,2,4,5,4,2,4,5
492,1,38,691.3,2,2,3,3,3,3,3,2,3,3,2,3,3,3,5,2,1,3,1
493,2,47,0,1,2,6,1,4,5,2,5,4,4,4,5,2,3,1,1,2,5,1
494,1,26,220.8,1,1,4,4,3,3,3,3,2,3,3,3,2,3,5,5,5,5,1
495,2,52,67.7,1,2,6,4,3,5,3,4,3,2,3,2,2,3,1,1,1,5,5
496,2,25,342.1,1,1,3,4,2,2,1,4,1,2,2,4,2,5,3,5,5,5,5
497,2,30,594.8,2,2,4,3,4,4,4,4,4,4,4,4,4,1,1,2,2,5,1
498,2,52,0,1,1,6,6,1,1,1,1,1,1,1,1,1,3,4,3,2,4,1
499,1,43,265.9,1,1,6,4,3,4,3,3,3,3,3,3,3,5,5,2,2,5,5
500,1,50,1137.6,2,1,6,1,3,3,3,3,2,2,2,5,1,5,5,5,5,5,5
501,2,58,0,2,2,3,5,2,3,2,1,2,2,2,3,3,2,5,3,1,4,2
502,2,29,1049.8,2,1,4,4,3,3,3,3,3,2,2,3,3,5,5,5,5,5,4
503,2,26,583.8,1,1,6,1,5,2,4,5,5,5,5,5,5,1,1,1,5,3,2
504,1,26,0,2,2,6,3,5,3,5,4,3,3,3,5,3,3,2,3,2,3,1
505,2,54,0,2,2,5,4,4,4,3,3,4,4,4,5,4,3,4,3,2,4,2
506,1,59,224.9,2,1,5,3,4,3,3,4,3,5,5,4,3,5,5,1,2,4,1
507,2,54,583.8,2,2,5,4,3,4,2,5,4,3,4,4,4,1,1,2,2,2,2
508,1,37,422,2,2,6,5,2,4,1,3,2,4,4,5,2,1,5,3,2,2,5
509,1,45,583.8,2,2,5,6,2,4,1,2,1,1,1,1,1,3,4,2,1,3,1
510,2,43,1756.4,2,2,5,4,4,3,3,4,3,3,3,5,3,3,2,4,5,2,3
511,2,35,1048.2,1,1,6,6,3,5,2,2,2,2,2,2,2,1,1,3,1,2,1
512,2,34,0,2,2,6,5,3,3,3,3,3,3,3,5,3,4,4,5,2,3,2
513,2,23,156.3,2,2,3,3,3,4,3,3,2,4,3,3,3,1,5,1,5,5,5
514,1,29,594.8,1,2,5,4,4,3,3,3,3,3,4,2,4,1,5,4,2,2,1
515,1,37,811.3,1,1,3,3,3,3,3,3,3,3,3,3,3,4,4,1,2,4,4
516,2,35,238.9,2,1,4,6,3,3,1,2,1,1,1,1,1,3,2,3,2,3,5
517,2,34,1018.5,2,2,4,4,3,2,3,3,2,1,2,2,2,1,1,3,1,5,3
518,2,24,488.7,1,1,6,3,5,5,3,5,4,4,3,5,4,5,5,3,2,3,1
519,1,32,0,2,2,4,5,4,3,2,3,4,4,3,2,4,2,2,4,4,2,2
520,2,49,67.7,2,2,6,5,4,5,3,3,4,3,4,5,3,3,1,3,2,5,1
521,2,48,427.9,1,1,3,5,3,4,3,4,2,4,4,2,3,2,1,2,1,1,4
522,1,27,594.8,1,1,4,3,4,5,3,3,3,3,3,3,3,5,5,2,2,5,1
523,1,41,156.3,1,1,4,4,3,3,3,3,4,3,2,3,4,3,1,5,2,3,2
524,1,39,583.8,1,1,6,5,3,4,3,2,3,2,2,4,2,3,4,2,1,4,1
525,1,27,156.3,1,1,6,3,4,4,1,4,1,1,1,5,1,4,5,1,5,5,5
526,2,20,238.9,1,1,4,5,4,3,2,2,3,3,3,4,3,1,3,3,1,4,4
527,2,23,1048.2,2,2,5,4,2,3,2,3,3,4,3,3,3,3,3,3,4,3,1
528,1,51,594.8,1,1,5,3,3,5,3,4,5,3,4,5,5,4,1,2,2,4,1
529,2,25,583.8,1,1,5,4,3,3,3,3,3,3,3,2,3,2,5,5,5,5,5
530,2,38,156.3,2,2,4,4,3,4,2,4,3,3,3,4,3,5,2,2,2,5,2
531,2,32,691.3,2,2,5,1,3,4,3,3,2,2,2,4,4,4,5,3,5,5,5
532,1,55,67.7,2,2,4,4,4,4,2,4,2,4,3,3,3,3,4,4,1,2,1
533,2,47,128.3,2,2,5,2,4,3,4,3,4,4,4,5,3,5,1,2,5,3,3
534,2,20,427.9,1,1,4,2,2,3,2,2,2,2,2,3,2,1,3,2,2,1,3
535,2,25,1018.5,1,1,4,3,5,5,3,5,3,4,4,5,4,1,5,2,2,5,5
536,2,53,0,2,1,4,4,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5
537,1,25,594.8,1,1,6,4,5,5,2,5,5,2,4,5,5,1,5,2,2,2,5
538,1,38,67.7,1,1,6,2,2,4,3,4,4,2,4,5,5,1,5,1,1,4,1
539,1,50,594.8,2,2,6,6,2,4,2,3,3,3,3,4,3,3,5,3,2,3,2
540,1,39,583.8,2,2,4,3,3,2,3,4,3,2,2,3,3,1,1,1,2,4,1
541,2,24,128.3,1,1,4,4,4,3,3,3,3,3,3,3,3,5,5,5,5,5,5
542,1,28,583.8,2,1,6,1,5,5,3,3,3,3,3,5,5,1,2,1,2,5,5
543,1,37,427.9,1,1,4,1,5,2,4,4,5,4,4,4,4,1,1,1,2,2,2
544,2,41,0,1,1,6,1,3,4,3,3,3,3,3,3,3,3,5,2,2,2,1
545,2,48,811.3,2,2,4,3,3,3,2,4,4,4,4,4,4,1,1,1,5,5,5
546,2,55,425.3,1,2,5,4,3,2,2,3,4,2,2,4,4,1,1,2,5,5,5
547,1,20,671.7,1,1,4,5,3,3,3,3,3,4,3,3,3,1,1,1,1,5,5
548,2,30,156.3,2,1,4,4,3,3,2,3,2,2,4,3,3,3,5,2,2,3,1
549,1,21,238.9,1,1,5,3,2,5,2,3,2,2,2,4,2,3,1,2,1,3,5
550,1,34,0,1,1,4,4,4,5,3,3,3,3,3,3,3,3,5,2,2,3,2
551,1,33,220.8,1,1,4,4,2,2,2,3,2,2,2,3,2,5,5,5,5,5,5
552,1,26,342.1,1,1,4,3,3,3,4,3,4,2,3,3,3,3,5,4,2,3,1
553,1,32,67.7,1,1,3,3,3,3,3,3,3,2,3,3,3,3,2,1,5,5,5
554,2,49,902.2,1,1,3,4,2,5,3,4,3,1,3,5,3,3,5,2,1,4,1
555,2,35,360.1,1,1,4,5,5,5,4,3,4,2,4,5,4,3,1,2,2,3,2
556,1,29,0,1,1,6,6,5,5,5,5,5,5,5,5,5,4,5,1,5,5,1
557,2,27,594.8,2,2,1,2,2,3,2,2,2,3,3,4,2,5,3,5,2,5,4
558,2,37,342.1,2,1,4,3,3,3,3,3,3,3,3,4,2,5,5,5,5,5,2
559,1,47,594.8,1,1,3,4,4,3,3,3,2,4,3,3,2,5,5,5,5,5,5
